signal_strength,network_load,user_speed,call_duration,tower_distance,packet_loss,dropped_call,signal_quality,mobility_level,load_category,call_risk_score
-86,78,15,284,5.42,4.3,1,Moderate,Low,High,100.0
-113,60,76,61,4.67,4.69,1,Poor,High,Medium,104.80000000000001
-95,31,57,383,1.93,1.1,0,Moderate,Medium,Low,51.9
-87,97,92,372,3.13,4.32,1,Moderate,High,High,108.1
-114,62,8,576,7.76,1.29,1,Poor,Low,Medium,71.9
-53,45,25,23,4.59,4.85,1,Good,Medium,Medium,82.4
-63,77,27,349,8.83,2.99,0,Good,Medium,High,79.6
-92,45,104,548,1.56,0.04,0,Moderate,High,Medium,46.0
-85,61,76,98,5.13,0.17,0,Moderate,High,Medium,51.6
-100,62,35,50,6.5,0.74,1,Poor,Medium,Medium,62.2
-85,91,8,313,5.22,0.94,1,Moderate,Low,High,71.3
-111,59,46,277,8.9,3.84,1,Poor,Medium,Medium,95.3
-97,89,77,147,9.9,1.11,1,Poor,High,High,75.8
-57,50,50,15,1.25,4.85,1,Good,Medium,Medium,85.6
-72,27,75,251,1.39,3.18,0,Good,High,Low,64.2
-85,31,116,171,1.39,3.46,0,Moderate,High,Low,72.5
-97,75,56,527,6.84,1.09,1,Poor,Medium,High,70.0
-98,30,31,410,3.79,4.46,1,Poor,Medium,Low,86.0
-59,53,101,165,7.36,3.34,0,Good,High,Medium,72.3
-84,56,66,94,4.11,4.32,1,Moderate,High,Medium,90.80000000000001
-109,48,56,19,6.31,4.78,1,Poor,Medium,Medium,99.69999999999999
-66,38,53,147,7.72,0.63,0,Good,Medium,Low,41.3
-108,63,115,165,5.53,0.48,1,Poor,High,Medium,62.400000000000006
-98,99,15,417,5.44,4.02,1,Poor,Low,High,109.19999999999999
-91,94,61,234,0.97,4.33,1,Moderate,High,High,108.2
-104,26,83,589,4.17,2.92,1,Poor,High,Low,70.8
-59,89,95,193,5.5,1.83,1,Good,High,High,71.60000000000001
-108,69,55,204,4.67,3.26,1,Poor,Medium,Medium,92.6
-62,40,22,563,9.02,1.53,0,Good,Medium,Low,49.9
-102,82,16,405,9.07,1.19,1,Poor,Low,High,75.3
-72,87,79,143,8.24,2.44,1,Good,High,High,80.8
-109,58,37,318,3.82,1.08,1,Poor,Medium,Medium,66.69999999999999
-60,11,71,551,7.2,2.42,0,Good,High,Low,46.6
-102,57,82,18,4.01,,1,Poor,High,Medium,78.01438888888889
-112,23,29,179,2.4,4.2,1,Poor,Medium,Low,84.80000000000001
-93,68,57,299,3.49,4.71,1,Moderate,Medium,Medium,102.20000000000002
-69,67,97,177,0.8,4.03,1,Good,High,Medium,87.80000000000001
-105,67,77,353,3.38,1.77,1,Poor,High,Medium,76.0
-52,60,21,506,4.66,4.06,1,Good,Medium,Medium,80.19999999999999
-109,93,107,154,9.56,4.61,1,Poor,High,High,116.0
-96,11,16,422,3.2,4.74,1,Poor,Low,Low,80.6
-69,50,14,597,9.03,3.42,0,Good,Low,Medium,74.9
-68,92,113,466,2.37,1.06,1,Good,High,High,67.80000000000001
-98,91,47,311,1.99,0.2,1,Poor,Medium,High,67.8
-105,25,31,55,5.24,0.74,1,Poor,Medium,Low,48.9
-64,13,76,26,6.76,4.83,1,Good,High,Low,72.7
-82,21,84,587,0.54,2.31,0,Moderate,High,Low,56.099999999999994
-68,38,112,369,2.29,4.27,1,Good,High,Low,78.3
-79,16,39,270,4.61,2.33,0,Moderate,Medium,Low,53.400000000000006
-63,23,96,132,3.38,3.3,0,Good,High,Low,61.1
-82,21,56,240,7.15,,0,Moderate,Medium,Low,57.61438888888888
-107,14,57,121,5.16,1.25,1,Poor,Medium,Low,50.2
-116,90,90,255,1.69,2.18,1,Poor,High,High,92.6
-86,41,98,400,8.96,,0,Moderate,High,Medium,66.81438888888889
-103,83,15,401,3.0,0.86,1,Poor,Low,High,72.7
-112,52,27,337,7.34,3.82,1,Poor,Medium,Medium,92.6
-63,90,97,224,7.82,1.82,1,Good,High,High,73.1
-104,78,110,376,9.64,4.09,1,Poor,High,High,103.3
-114,54,0,91,5.04,0.49,1,Poor,Low,Medium,60.699999999999996
-75,18,40,85,6.2,3.4,0,Good,Medium,Low,63.7
-108,58,47,536,3.42,1.47,1,Poor,Medium,Medium,70.30000000000001
-81,42,30,512,6.81,,1,Moderate,Medium,Medium,65.71438888888889
-79,27,35,488,4.69,2.01,0,Moderate,Medium,Low,54.599999999999994
-112,18,107,381,4.43,3.33,1,Poor,High,Low,74.1
-71,71,32,274,8.57,4.67,1,Good,Medium,High,96.4
-94,66,32,273,0.6,,0,Moderate,Medium,Medium,79.21438888888889
-55,38,102,119,8.83,0.06,0,Good,High,Low,32.3
-116,87,81,316,8.54,3.85,1,Poor,High,High,108.10000000000001
-92,34,22,209,5.11,3.23,0,Moderate,Medium,Low,73.5
-84,24,59,235,4.95,1.46,0,Moderate,Medium,Low,49.400000000000006
-83,15,86,194,3.68,2.47,0,Moderate,High,Low,55.6
-113,51,78,40,9.94,0.21,1,Poor,High,Medium,56.400000000000006
-56,38,89,108,1.2,0.96,0,Good,High,Low,41.6
-104,88,29,348,5.94,2.12,1,Poor,Medium,High,87.60000000000001
-76,13,88,275,6.85,4.17,1,Moderate,High,Low,69.7
-117,91,44,359,9.35,2.4,1,Poor,Medium,High,95.5
-85,66,79,553,7.82,2.93,0,Moderate,High,Medium,81.2
-51,58,38,466,6.47,4.37,1,Good,Medium,Medium,82.2
-90,53,111,97,1.26,1.54,0,Moderate,High,Medium,63.6
-102,89,44,72,3.8,3.5,1,Poor,Medium,High,101.19999999999999
-60,84,77,396,1.47,4.31,1,Good,High,High,94.69999999999999
-67,23,80,468,8.82,1.01,0,Good,High,Low,39.4
-82,12,11,595,7.52,,0,Moderate,Low,Low,54.01438888888889
-102,71,92,278,7.6,4.9,1,Poor,High,High,108.0
-82,73,31,355,6.56,4.92,1,Moderate,Medium,High,103.0
-54,54,55,87,5.12,,0,Good,Medium,Medium,62.414388888888894
-76,91,23,374,1.58,0.33,1,Moderate,Medium,High,62.5
-108,67,115,23,3.36,1.35,1,Poor,High,Medium,72.69999999999999
-63,29,12,145,1.46,1.99,0,Good,Low,Low,50.4
-101,67,119,313,7.28,,1,Poor,High,Medium,81.71438888888889
-60,98,19,406,1.69,3.09,1,Good,Low,High,88.1
-82,66,78,88,7.05,4.5,1,Moderate,High,Medium,96.0
-120,86,55,427,6.95,1.65,1,Poor,Medium,High,86.9
-118,77,52,251,4.65,4.25,1,Poor,Medium,High,108.69999999999999
-59,87,67,60,1.44,0.47,1,Good,High,High,57.2
-58,61,53,393,3.22,0.21,0,Good,Medium,Medium,43.900000000000006
-96,46,33,384,3.27,,1,Poor,Medium,Medium,71.81438888888889
-65,17,27,215,7.03,0.3,0,Good,Medium,Low,29.3
-88,53,49,498,1.23,1.96,0,Moderate,Medium,Medium,67.2
-83,14,1,390,8.31,4.48,1,Moderate,Low,Low,75.30000000000001
-115,78,110,320,7.63,1.21,1,Poor,High,High,77.80000000000001
-63,40,93,384,1.94,3.53,1,Good,High,Low,70.19999999999999
-77,54,25,51,7.22,1.51,0,Moderate,Medium,Medium,59.8
-76,18,50,542,6.72,0.22,0,Moderate,Medium,Low,32.2
-89,41,46,531,7.51,2.78,0,Moderate,Medium,Medium,70.9
-76,42,25,162,1.97,4.17,1,Moderate,Medium,Medium,81.3
-60,76,83,321,1.66,2.05,0,Good,High,High,68.9
-74,39,105,303,2.44,3.09,0,Good,High,Low,68.7
-100,85,91,122,3.72,4.5,1,Poor,High,High,109.0
-85,38,119,121,7.96,3.95,1,Moderate,High,Low,80.2
-102,12,83,184,7.41,0.97,1,Poor,High,Low,45.099999999999994
-101,99,74,311,9.26,3.67,1,Poor,High,High,106.60000000000001
-64,66,73,525,0.68,2.51,0,Good,High,Medium,70.7
-103,39,60,230,0.21,3.73,1,Poor,High,Low,83.8
-74,18,22,180,7.02,,0,Good,Medium,Low,54.01438888888889
-72,35,36,327,2.86,0.64,0,Good,Medium,Low,42.0
-107,11,40,222,3.41,2.85,1,Poor,Medium,Low,65.0
-106,71,51,262,5.51,2.46,1,Poor,Medium,High,84.8
-90,12,82,133,1.11,,0,Moderate,High,Low,56.414388888888894
-120,55,108,222,6.46,4.39,1,Poor,High,Medium,101.9
-67,77,81,94,3.32,4.47,1,Good,High,High,95.6
-118,34,48,525,6.36,2.27,1,Poor,Medium,Low,71.69999999999999
-105,60,26,74,8.36,2.28,1,Poor,Medium,Medium,78.3
-64,22,5,327,1.79,2.58,0,Good,Low,Low,53.8
-109,53,73,355,9.32,2.6,1,Poor,High,Medium,79.9
-105,44,65,252,5.35,4.75,1,Poor,High,Medium,96.6
-97,64,23,146,9.24,3.25,1,Poor,Medium,Medium,87.2
-93,96,37,256,2.16,1.39,1,Moderate,Medium,High,80.2
-113,18,27,450,6.09,2.66,1,Poor,Medium,Low,67.7
-85,11,27,54,4.1,3.14,0,Moderate,Medium,Low,61.300000000000004
-113,70,116,563,7.76,3.2,1,Poor,High,Medium,93.9
-63,50,108,98,6.1,,0,Good,High,Medium,63.51438888888889
-61,53,113,237,5.0,0.89,0,Good,High,Medium,48.400000000000006
-71,73,102,300,9.14,0.17,0,Good,High,High,52.2
-93,40,65,431,3.83,1.69,0,Moderate,High,Low,60.8
-80,56,60,76,2.28,2.14,0,Moderate,High,Medium,67.80000000000001
-57,11,45,260,6.12,0.31,0,Good,Medium,Low,24.599999999999998
-94,91,68,50,6.28,,1,Moderate,High,High,89.21438888888889
-58,86,113,108,4.45,1.72,1,Good,High,High,69.0
-104,78,74,315,4.92,4.57,1,Poor,High,High,108.10000000000001
-88,67,73,465,9.6,0.77,0,Moderate,High,Medium,60.9
-92,53,42,310,7.35,0.28,0,Moderate,Medium,Medium,51.6
-108,83,58,208,1.19,2.41,1,Poor,Medium,High,89.7
-75,65,1,497,2.2,0.95,0,Good,Low,Medium,58.0
-86,52,14,115,9.76,4.69,1,Moderate,Low,Medium,93.5
-115,98,102,410,7.29,0.05,1,Poor,High,High,74.2
-52,43,104,486,9.16,2.06,0,Good,High,Medium,53.4
-74,39,36,131,3.11,4.63,1,Good,Medium,Low,84.1
-96,80,70,86,7.44,1.92,1,Poor,High,High,80.0
-55,79,19,321,7.17,0.47,0,Good,Low,High,52.8
-111,64,97,121,3.02,1.51,1,Poor,High,Medium,74.0
-65,76,34,527,5.55,,0,Good,Medium,High,74.51438888888889
-91,22,33,206,6.31,,0,Moderate,Medium,Low,60.71438888888889
-116,12,116,107,4.86,2.33,1,Poor,High,Low,62.9
-88,35,85,468,8.29,4.18,1,Moderate,High,Low,82.19999999999999
-56,66,30,239,8.35,4.36,1,Good,Medium,Medium,86.8
-103,33,86,177,8.52,0.25,1,Poor,High,Low,46.6
-72,62,18,17,8.05,0.8,0,Good,Low,Medium,54.39999999999999
-110,79,67,181,4.93,1.38,1,Poor,High,High,78.4
-95,52,23,369,3.88,2.97,0,Moderate,Medium,Medium,79.0
-58,69,83,204,8.33,1.8,0,Good,High,Medium,63.0
-62,67,38,278,4.95,4.22,1,Good,Medium,Medium,87.6
-94,58,91,28,2.54,3.58,1,Moderate,High,Medium,87.2
-72,51,53,363,5.12,0.5,0,Good,Medium,Medium,47.0
-88,85,38,58,1.5,3.12,1,Moderate,Medium,High,91.6
-120,75,16,473,6.95,0.57,1,Poor,Low,High,71.7
-100,20,18,365,3.43,1.28,1,Poor,Low,Low,50.8
-66,99,117,167,2.68,0.89,1,Good,High,High,68.3
-115,27,47,75,9.57,0.87,1,Poor,Medium,Low,54.0
-52,94,34,580,7.79,3.08,1,Good,Medium,High,84.0
-116,61,31,317,7.89,2.82,1,Poor,Medium,Medium,87.4
-118,55,46,346,6.27,0.88,1,Poor,Medium,Medium,66.2
-68,53,109,130,8.41,4.95,1,Good,High,Medium,91.1
-98,31,46,413,7.62,2.11,1,Poor,Medium,Low,62.9
-68,62,63,577,6.03,0.49,0,Good,High,Medium,50.1
-84,68,45,105,9.62,0.6,0,Moderate,Medium,Medium,58.400000000000006
-104,39,102,123,2.0,,1,Poor,High,Low,71.4143888888889
-120,17,34,438,9.44,,1,Poor,Medium,Low,67.4143888888889
-70,66,93,549,4.07,2.86,0,Good,High,Medium,76.0
-76,82,16,11,5.33,4.75,1,Moderate,Low,High,103.10000000000001
-117,29,41,221,1.32,2.22,1,Poor,Medium,Low,68.9
-59,34,110,589,5.45,2.18,0,Good,High,Low,53.10000000000001
-56,28,28,342,6.15,2.5,0,Good,Medium,Low,53.0
-89,14,69,33,9.98,3.49,0,Moderate,High,Low,67.2
-87,84,16,377,9.75,1.84,1,Moderate,Low,High,78.1
-82,88,80,515,9.67,4.32,1,Moderate,High,High,103.0
-95,81,13,185,3.55,0.15,1,Moderate,Low,High,62.4
-87,92,23,438,9.91,,1,Moderate,Medium,High,87.51438888888889
-67,96,56,451,4.61,2.55,1,Good,Medium,High,84.0
-118,36,49,557,8.53,3.04,1,Poor,Medium,Low,80.19999999999999
-71,49,56,523,2.24,1.38,0,Good,Medium,Medium,54.7
-109,35,100,370,5.11,2.14,1,Poor,High,Low,68.1
-56,36,60,283,9.66,2.42,0,Good,High,Low,55.400000000000006
-67,71,103,186,9.48,3.43,0,Good,High,High,82.8
-116,92,38,273,6.87,3.87,1,Poor,Medium,High,110.3
-64,59,54,195,8.0,,1,Good,Medium,Medium,67.4143888888889
-104,51,95,536,1.85,1.71,1,Poor,High,Medium,68.7
-74,38,35,288,7.24,,1,Good,Medium,Low,62.01438888888889
-98,48,113,207,6.22,,1,Poor,High,Medium,73.21438888888889
-107,69,36,358,1.01,1.3,1,Poor,Medium,Medium,72.7
-55,50,111,430,1.22,0.98,0,Good,High,Medium,46.3
-70,42,13,314,1.17,1.57,0,Good,Low,Medium,53.5
-83,92,26,73,7.27,,1,Moderate,Medium,High,86.31438888888889
-57,92,82,299,1.5,4.25,1,Good,High,High,96.4
-83,25,30,27,4.73,3.89,1,Moderate,Medium,Low,73.8
-71,32,109,73,3.63,4.26,1,Good,High,Low,76.69999999999999
-91,16,72,339,5.55,1.36,0,Moderate,High,Low,47.3
-70,35,101,26,7.09,2.97,0,Good,High,Low,64.7
-58,21,80,452,6.88,1.42,0,Good,High,Low,40.0
-69,81,82,150,5.2,0.55,1,Good,High,High,58.599999999999994
-83,14,43,317,4.7,3.42,0,Moderate,Medium,Low,64.7
-91,78,67,453,4.04,,0,Moderate,High,High,83.1143888888889
-70,58,47,505,8.63,3.34,0,Good,Medium,Medium,77.6
-116,35,56,435,3.38,3.24,1,Poor,Medium,Low,81.2
-92,14,74,484,2.67,4.05,1,Moderate,High,Low,73.7
-117,31,21,254,7.46,0.7,1,Poor,Medium,Low,54.5
-111,88,3,459,3.66,3.92,1,Poor,Low,High,107.7
-65,22,80,360,8.49,5.0,1,Good,High,Low,78.3
-104,37,71,170,3.35,4.26,1,Poor,High,Low,88.6
-104,42,45,149,7.05,3.76,1,Poor,Medium,Medium,85.6
-52,32,58,502,0.55,3.31,0,Good,Medium,Low,61.50000000000001
-87,27,33,597,3.92,2.11,0,Moderate,Medium,Low,58.0
-115,39,10,540,3.5,3.65,1,Poor,Low,Low,86.6
-68,35,30,402,8.19,3.62,1,Good,Medium,Low,70.6
-55,25,10,410,9.67,3.16,0,Good,Low,Low,58.1
-78,86,119,59,4.66,3.98,1,Moderate,High,High,97.6
-98,48,117,304,8.27,2.24,1,Poor,High,Medium,71.0
-66,42,55,434,7.03,0.61,0,Good,Medium,Medium,42.7
-105,35,37,21,9.68,2.8,1,Poor,Medium,Low,73.5
-113,57,116,344,8.13,1.33,1,Poor,High,Medium,70.0
-117,74,20,24,0.87,1.92,1,Poor,Medium,High,83.9
-117,47,109,37,7.16,0.09,1,Poor,High,Medium,54.8
-65,11,93,397,5.4,1.91,0,Good,High,Low,43.0
-96,15,9,301,0.26,4.04,1,Poor,Low,Low,75.19999999999999
-54,55,25,259,2.59,2.71,0,Good,Medium,Medium,65.3
-54,59,90,514,9.23,0.05,0,Good,High,Medium,40.3
-94,47,7,107,9.27,2.35,0,Moderate,Low,Medium,70.5
-89,97,102,346,8.01,1.46,1,Moderate,High,High,80.10000000000001
-71,27,7,48,9.82,2.39,0,Good,Low,Low,56.0
-60,36,59,47,8.08,2.02,0,Good,Medium,Low,52.6
-70,50,71,309,0.2,4.66,1,Good,High,Medium,87.6
-102,81,118,188,2.95,0.21,1,Poor,High,High,65.1
-100,83,33,478,0.4,3.42,1,Poor,Medium,High,97.4
-116,26,15,291,1.03,4.26,1,Poor,Low,Low,87.79999999999998
-79,71,104,173,2.27,4.8,1,Moderate,High,High,100.10000000000001
-60,38,12,462,5.09,0.89,0,Good,Low,Low,42.1
-99,67,86,106,8.49,2.66,1,Poor,High,Medium,83.10000000000001
-100,79,75,318,8.63,0.22,1,Poor,High,High,63.800000000000004
-51,87,90,271,6.2,2.5,1,Good,High,High,75.10000000000001
-120,31,21,302,9.29,0.63,1,Poor,Medium,Low,54.7
-116,15,95,258,5.05,,1,Poor,High,Low,65.41438888888888
-109,35,112,254,8.9,,1,Poor,High,Low,71.31438888888889
-75,48,26,260,4.6,2.57,0,Good,Medium,Medium,67.4
-87,21,63,132,2.84,2.61,0,Moderate,High,Low,60.599999999999994
-72,23,1,334,9.17,4.86,1,Good,Low,Low,79.4
-76,31,108,510,3.94,3.27,0,Moderate,High,Low,67.9
-94,60,96,75,5.08,1.44,0,Moderate,High,Medium,66.6
-95,32,25,68,3.36,1.2,0,Moderate,Medium,Low,53.3
-74,57,91,507,6.66,0.64,0,Good,High,Medium,51.400000000000006
-65,80,82,382,9.95,3.78,1,Good,High,High,89.3
-58,59,106,275,0.35,3.45,0,Good,High,Medium,75.5
-73,98,68,245,9.01,3.05,1,Good,High,High,91.6
-60,22,96,227,0.14,,0,Good,High,Low,51.414388888888894
-95,94,83,536,3.71,3.81,1,Moderate,High,High,104.2
-85,19,29,450,1.77,3.21,0,Moderate,Medium,Low,65.2
-120,64,108,415,7.6,4.82,1,Poor,High,Medium,109.80000000000001
-113,18,7,598,0.6,2.94,1,Poor,Low,Low,70.5
-69,88,37,478,5.58,1.52,1,Good,Medium,High,71.10000000000001
-74,61,60,119,3.02,1.91,0,Good,High,Medium,65.7
-65,11,80,362,1.42,0.88,0,Good,High,Low,32.7
-107,34,107,100,7.74,3.61,1,Poor,High,Low,81.80000000000001
-93,22,64,423,2.25,3.54,1,Moderate,High,Low,72.1
-119,60,66,82,2.31,1.0,1,Poor,High,Medium,69.69999999999999
-95,67,45,556,2.82,0.79,0,Moderate,Medium,Medium,63.2
-107,43,89,307,5.91,0.39,1,Poor,High,Medium,53.2
-62,44,94,292,6.63,4.56,1,Good,High,Medium,81.8
-65,12,71,514,0.27,1.17,0,Good,High,Low,36.0
-114,68,42,207,2.49,1.72,1,Poor,Medium,Medium,78.6
-118,79,58,41,4.37,1.4,1,Poor,Medium,High,81.0
-98,57,45,350,3.39,2.07,1,Poor,Medium,Medium,72.9
-103,73,71,343,8.85,3.57,1,Poor,High,High,95.80000000000001
-83,28,34,152,7.9,4.35,1,Moderate,Medium,Low,79.6
-106,76,38,419,6.3,0.91,1,Poor,Medium,High,71.3
-57,91,91,53,3.45,3.43,1,Good,High,High,87.8
-93,82,50,41,7.04,1.76,1,Moderate,Medium,High,78.30000000000001
-82,85,3,37,8.45,4.9,1,Moderate,Low,High,107.6
-64,14,79,432,5.99,1.49,0,Good,High,Low,39.7
-104,76,76,500,7.87,0.04,1,Poor,High,High,62.0
-77,20,83,169,7.52,2.58,0,Moderate,High,Low,56.89999999999999
-96,77,50,216,5.76,0.75,1,Poor,Medium,High,67.1
-104,78,4,27,3.19,0.22,1,Poor,Low,High,64.60000000000001
-108,10,54,112,7.48,3.49,1,Poor,Medium,Low,71.30000000000001
-96,72,100,591,2.15,3.66,1,Poor,High,High,94.2
-53,38,19,241,7.82,2.3,0,Good,Low,Low,54.1
-111,91,23,433,8.07,3.38,1,Poor,Medium,High,103.49999999999999
-54,21,35,556,8.24,2.69,0,Good,Medium,Low,51.5
-103,86,33,248,4.78,3.15,1,Poor,Medium,High,96.80000000000001
-87,50,108,343,2.01,2.98,0,Moderate,High,Medium,75.89999999999999
-113,11,111,158,1.09,3.33,1,Poor,High,Low,71.6
-81,46,53,417,7.46,1.0,0,Moderate,Medium,Medium,52.7
-79,54,33,26,8.87,1.34,0,Moderate,Medium,Medium,58.7
-80,89,82,235,6.54,,1,Moderate,High,High,84.21438888888889
-115,57,16,269,1.53,,1,Poor,Low,Medium,81.9143888888889
-69,33,4,183,9.36,3.87,1,Good,Low,Low,72.60000000000001
-95,31,88,214,9.89,1.84,0,Moderate,High,Low,59.300000000000004
-57,20,17,424,4.39,0.81,0,Good,Low,Low,33.2
-62,67,54,517,5.99,,0,Good,Medium,Medium,70.01438888888889
-65,55,52,162,7.79,1.07,0,Good,Medium,Medium,52.2
-62,38,49,112,7.39,3.66,1,Good,Medium,Low,70.4
-51,44,71,74,9.68,2.35,0,Good,High,Medium,56.4
-88,24,90,126,1.24,3.54,1,Moderate,High,Low,71.4
-68,69,78,165,5.85,2.08,0,Good,High,Medium,68.80000000000001
-99,51,44,91,6.95,4.45,1,Poor,Medium,Medium,94.60000000000001
-100,52,12,527,8.91,4.92,1,Poor,Low,Medium,100.0
-51,89,15,76,8.75,3.35,1,Good,Low,High,84.39999999999999
-51,83,85,247,9.78,4.32,1,Good,High,High,91.7
-117,58,83,593,5.17,2.54,1,Poor,High,Medium,83.7
-59,73,12,335,8.32,4.67,1,Good,Low,High,93.60000000000001
-59,41,19,599,4.33,,1,Good,Low,Medium,58.71438888888889
-97,73,65,76,4.28,,1,Poor,High,High,82.9143888888889
-66,11,98,185,2.61,3.12,0,Good,High,Low,55.400000000000006
-112,33,46,487,8.2,3.9,1,Poor,Medium,Low,85.80000000000001
-118,96,118,264,9.86,2.71,1,Poor,High,High,100.9
-90,75,18,72,2.64,1.3,0,Moderate,Low,High,70.0
-81,47,44,412,0.66,1.77,0,Moderate,Medium,Medium,60.8
-85,40,36,201,8.17,4.47,1,Moderate,Medium,Low,86.19999999999999
-97,35,53,338,6.24,0.28,1,Poor,Medium,Low,45.9
-115,38,5,80,9.6,2.96,1,Poor,Low,Low,79.30000000000001
-55,76,13,72,2.6,1.86,0,Good,Low,High,65.5
-117,87,3,306,0.8,1.93,1,Poor,Low,High,89.20000000000002
-115,34,85,254,4.98,4.42,1,Poor,High,Low,92.30000000000001
-70,57,114,528,0.95,4.27,1,Good,High,Medium,86.5
-59,74,54,402,2.69,2.99,0,Good,Medium,High,77.2
-64,62,102,186,1.35,1.36,0,Good,High,Medium,57.60000000000001
-55,76,99,213,2.32,2.38,0,Good,High,High,70.7
-113,99,33,542,1.15,2.04,1,Poor,Medium,High,93.9
-95,27,26,137,9.54,1.77,0,Moderate,Medium,Low,57.0
-70,18,6,204,2.86,0.51,0,Good,Low,Low,33.3
-76,47,2,203,4.49,2.72,0,Moderate,Low,Medium,68.8
-77,96,46,193,9.0,1.51,1,Moderate,Medium,High,76.60000000000001
-116,30,96,256,6.81,3.3,1,Poor,High,Low,79.8
-51,74,1,333,6.22,1.6,0,Good,Low,High,60.9
-95,30,105,169,7.09,2.16,0,Moderate,High,Low,62.1
-53,36,79,75,8.31,0.26,0,Good,High,Low,32.9
-102,79,24,263,8.79,4.96,1,Poor,Medium,High,111.8
-101,53,59,292,6.46,2.54,1,Poor,Medium,Medium,76.9
-109,37,78,69,8.91,0.12,1,Poor,High,Low,48.699999999999996
-74,54,23,127,5.4,2.71,0,Good,Medium,Medium,70.9
-120,26,14,432,2.85,4.35,1,Poor,Low,Low,89.9
-107,49,94,565,8.81,3.86,1,Poor,High,Medium,90.30000000000001
-57,12,13,45,5.46,,0,Good,Low,Low,46.51438888888889
-83,85,53,540,9.07,0.7,1,Moderate,Medium,High,65.9
-84,85,77,100,0.5,3.29,1,Moderate,High,High,92.10000000000001
-110,75,5,310,4.04,3.83,1,Poor,Low,High,101.3
-118,55,77,226,9.48,2.86,1,Poor,High,Medium,86.0
-88,95,80,107,2.57,4.46,1,Moderate,High,High,109.0
-115,96,17,465,9.42,1.38,1,Poor,Low,High,86.7
-71,39,19,540,9.54,1.21,0,Good,Low,Low,49.0
-111,78,114,547,8.83,4.35,1,Poor,High,High,108.0
-116,18,61,37,5.68,3.13,1,Poor,High,Low,73.3
-98,94,80,585,6.5,0.01,1,Poor,High,High,67.1
-111,20,79,333,8.71,1.77,1,Poor,High,Low,59.0
-77,78,39,232,7.78,4.29,1,Moderate,Medium,High,97.19999999999999
-119,75,38,89,6.34,0.14,1,Poor,Medium,High,67.1
-108,97,51,572,9.82,0.02,1,Poor,Medium,High,71.4
-81,40,31,467,6.89,1.41,0,Moderate,Medium,Low,54.400000000000006
-119,42,107,185,9.76,4.57,1,Poor,High,Medium,98.19999999999999
-56,48,72,531,0.67,,1,Good,High,Medium,60.6143888888889
-58,55,26,466,1.48,2.59,0,Good,Medium,Medium,65.3
-104,46,109,432,4.57,2.77,1,Poor,High,Medium,77.3
-112,69,51,109,3.91,1.66,1,Poor,Medium,Medium,77.80000000000001
-106,40,96,412,7.85,1.22,1,Poor,High,Low,60.0
-97,20,62,585,1.69,4.08,1,Poor,High,Low,77.89999999999999
-83,96,73,389,9.76,0.53,1,Moderate,High,High,68.6
-86,11,62,540,3.22,2.44,0,Moderate,High,Low,54.599999999999994
-72,36,16,341,4.35,3.17,0,Good,Low,Low,67.7
-52,11,112,327,2.82,0.52,0,Good,High,Low,25.200000000000003
-59,30,48,546,5.84,2.6,0,Good,Medium,Low,55.7
-61,67,99,98,0.68,2.89,0,Good,High,Medium,74.0
-71,14,80,520,1.58,3.71,1,Good,High,Low,64.0
-112,61,81,51,7.48,1.17,1,Poor,High,Medium,69.7
-87,54,115,398,1.95,,0,Moderate,High,Medium,72.31438888888889
-86,94,22,90,2.43,,1,Moderate,Medium,High,88.01438888888889
-120,29,97,411,7.95,4.92,1,Poor,High,Low,96.80000000000001
-81,70,71,116,1.02,,0,Moderate,High,Medium,76.9143888888889
-57,47,12,120,4.43,4.93,1,Good,Low,Medium,85.19999999999999
-99,29,22,286,0.33,3.57,1,Poor,Medium,Low,77.0
-61,34,56,223,3.53,,1,Good,Medium,Low,56.51438888888889
-57,11,61,515,7.02,0.45,0,Good,High,Low,26.0
-110,41,53,130,0.99,1.5,1,Poor,Medium,Medium,64.4
-107,35,19,143,8.89,0.29,1,Poor,Low,Low,49.0
-61,79,85,380,9.1,1.86,0,Good,High,High,68.5
-91,50,110,266,1.14,4.91,1,Moderate,High,Medium,96.39999999999999
-86,76,51,189,9.91,0.53,0,Moderate,Medium,High,61.5
-84,10,22,57,3.05,2.81,0,Moderate,Medium,Low,57.3
-116,60,104,28,0.93,0.03,1,Poor,High,Medium,59.099999999999994
-95,14,34,55,0.15,3.56,1,Moderate,Medium,Low,69.7
-59,22,66,460,4.14,0.99,0,Good,High,Low,36.400000000000006
-117,28,33,65,6.34,0.65,1,Poor,Medium,Low,52.800000000000004
-79,21,32,101,3.39,1.69,0,Moderate,Medium,Low,49.0
-103,57,45,91,8.38,3.86,1,Poor,Medium,Medium,92.30000000000001
-81,34,80,88,7.19,0.53,0,Moderate,High,Low,43.2
-82,66,44,292,3.57,1.15,0,Moderate,Medium,Medium,62.5
-107,44,18,320,7.37,0.04,1,Poor,Low,Medium,50.1
-89,85,93,169,9.41,4.84,1,Moderate,High,High,109.10000000000001
-70,14,86,325,1.02,,0,Good,High,Low,51.21438888888889
-83,31,14,165,3.13,3.6,1,Moderate,Low,Low,73.3
-98,86,77,477,4.69,3.26,1,Poor,High,High,96.4
-58,66,65,471,5.03,0.72,0,Good,High,Medium,51.0
-106,56,38,126,5.47,2.97,1,Poor,Medium,Medium,83.9
